,client_id,time_step_1,time_step_2,time_step_3,time_confirm,Variation,total_time
18553,8826443,4.0,11.0,43.0,32.0,Control,90.0
18573,5765540,6.0,12.0,54.0,25.0,Control,97.0
18576,2222738,70.0,19.0,89.0,184.0,Test,362.0
18580,937927,9.0,24.0,669.0,589.0,Control,1291.0
18581,1335100,18.0,23.0,80.0,50.0,Control,171.0
18586,8632638,6.0,5.0,66.0,30.0,Test,107.0
18591,9945309,9.0,86.0,67.0,122.0,Control,284.0
18599,6966107,4.0,8.0,54.0,24.0,Test,90.0
18602,1313182,9.0,23.0,58.0,21.0,Test,111.0
18623,7830819,3.0,5.0,29.0,39.0,Control,76.0
18625,9273923,6.0,19.0,152.0,35.0,Control,212.0
18628,6198040,10.0,37.0,61.0,29.0,Test,137.0
18629,1280922,8.0,7.0,47.0,16.0,Test,78.0
18632,5048594,6.0,11.0,55.0,220.0,Test,292.0
18641,2465500,4.0,10.0,45.0,20.0,Test,79.0
18643,1885569,17.0,32.0,156.0,210.0,Control,415.0
18650,7530392,5.0,9.0,87.0,19.0,Test,120.0
18655,8333602,4.0,17.0,47.0,24.0,Test,92.0
18659,2760289,12.0,16.0,88.0,40.0,Test,156.0
18665,6859853,22.0,17.0,70.0,66.0,Test,175.0
18682,2451899,15.0,18.0,101.0,34.0,Control,168.0
18687,1344152,7.0,25.0,199.0,69.0,Test,300.0
18688,7740522,15.0,9.0,58.0,53.0,Test,135.0
18691,5831505,140.0,86.0,37.0,345.0,Control,608.0
18695,4082474,20.0,39.0,82.0,38.0,Test,179.0
18701,1619073,11.0,17.0,87.0,34.0,Control,149.0
18702,2512034,6.0,23.0,110.0,159.0,Control,298.0
18703,3018496,9.0,14.0,113.0,17.0,Test,153.0
18704,4316285,23.0,43.0,58.0,85.0,Test,209.0
18711,688347,12.0,10.0,207.0,57.0,Test,286.0
18712,3597994,16.0,17.0,185.0,23.0,Control,241.0
18713,7910948,37.0,28.0,89.0,87.0,Control,241.0
18715,1473265,10.0,19.0,134.0,270.0,Control,433.0
18722,9102987,16.0,86.0,326.0,181.0,Test,609.0
18727,9234878,14.0,17.0,169.0,72.0,Control,272.0
18729,303920,10.0,17.0,286.0,17.0,Test,330.0
18733,777716,5.0,17.0,198.0,70.0,Test,290.0
18734,6774658,13.0,509.0,158.0,29.0,Control,709.0
18735,4825244,12.0,20.0,126.0,83.0,Test,241.0
18749,8128770,18.0,36.0,65.0,108.0,Control,227.0
18758,6702540,14.0,44.0,43.0,106.0,Test,207.0
18762,5194745,212.0,38.0,123.0,68.0,Control,441.0
18771,8406244,14.0,46.0,110.0,72.0,Test,242.0
18776,423508,15.0,26.0,22.0,89.0,Control,152.0
18777,959075,3.0,14.0,32.0,19.0,Control,68.0
18787,9159121,143.0,37.0,107.0,110.0,Control,397.0
18790,7815983,13.0,37.0,22.0,65.0,Test,137.0
18792,6057000,110.0,30.0,100.0,43.0,Test,283.0
18807,6240210,17.0,28.0,298.0,45.0,Control,388.0
18821,4670573,10.0,13.0,101.0,49.0,Control,173.0
18825,8492978,5.0,14.0,101.0,29.0,Control,149.0
18830,3461707,4.0,8.0,77.0,29.0,Control,118.0
18831,6721132,5.0,9.0,48.0,73.0,Test,135.0
18834,3769549,48.0,71.0,20.0,34.0,Test,173.0
18836,7839097,7.0,23.0,40.0,39.0,Control,109.0
18839,6717148,17.0,23.0,78.0,44.0,Test,162.0
18840,4026567,12.0,9.0,66.0,20.0,Test,107.0
18842,4169758,11.0,22.0,78.0,48.0,Test,159.0
18843,842300,7.0,21.0,203.0,113.0,Control,344.0
18844,1147840,318.0,74.0,230.0,1311.0,Control,1933.0
18852,5336960,10.0,17.0,49.0,26.0,Control,102.0
18853,981961,13.0,18.0,174.0,35.0,Control,240.0
18856,3979168,4.0,25.0,25.0,66.0,Control,120.0
18861,7163989,59.0,18.0,69.0,30.0,Test,176.0
18867,7738852,9.0,34.0,54.0,49.0,Control,146.0
18874,6480877,8.0,16.0,91.0,23.0,Control,138.0
18879,3004070,35.0,10.0,245.0,443.0,Control,733.0
18889,5102951,5.0,7.0,45.0,19.0,Test,76.0
18893,9322395,5.0,16.0,124.0,72.0,Control,217.0
18894,5644420,8.0,10.0,85.0,17.0,Control,120.0
18900,2184782,10.0,18.0,43.0,148.0,Test,219.0
18907,2866462,10.0,37.0,30.0,185.0,Control,262.0
18922,5679589,4.0,34.0,86.0,26.0,Test,150.0
18931,9902877,9.0,21.0,64.0,135.0,Control,229.0
18952,7494942,7.0,18.0,79.0,43.0,Control,147.0
18953,609702,6.0,11.0,69.0,17.0,Control,103.0
18954,7019926,70.0,8.0,81.0,44.0,Control,203.0
18955,4485581,12.0,18.0,24.0,34.0,Test,88.0
18957,6225990,7.0,14.0,37.0,44.0,Control,102.0
18961,4944394,9.0,15.0,56.0,47.0,Test,127.0
18967,4220737,15.0,8.0,63.0,16.0,Control,102.0
18968,3850432,8.0,18.0,13.0,43.0,Test,82.0
18969,4106216,9.0,12.0,351.0,19.0,Test,391.0
18980,5561990,12.0,7.0,33.0,24.0,Test,76.0
18982,4709377,33.0,30.0,25.0,23.0,Test,111.0
18990,6454945,16.0,20.0,104.0,27.0,Control,167.0
18993,7608559,10.0,21.0,136.0,48.0,Control,215.0
19002,3084562,9.0,17.0,79.0,21.0,Control,126.0
19008,3143164,14.0,19.0,75.0,113.0,Control,221.0
19009,9766137,23.0,11.0,40.0,15.0,Control,89.0
19011,339004,11.0,23.0,124.0,24.0,Control,182.0
19012,189267,8.0,14.0,27.0,63.0,Control,112.0
19016,879087,9.0,38.0,59.0,17.0,Test,123.0
19017,1748369,7.0,28.0,33.0,99.0,Test,167.0
19026,4837195,7.0,17.0,150.0,23.0,Test,197.0
19027,4611094,12.0,41.0,203.0,457.0,Control,713.0
19028,8632580,11.0,7.0,79.0,44.0,Test,141.0
19029,2975248,23.0,34.0,65.0,25.0,Control,147.0
19032,7712000,28.0,32.0,166.0,136.0,Test,362.0
19033,6066941,11.0,23.0,100.0,27.0,Test,161.0
19036,3541275,18.0,35.0,43.0,83.0,Test,179.0
19058,6350771,7.0,12.0,20.0,54.0,Test,93.0
19060,8021819,71.0,121.0,119.0,342.0,Control,653.0
19062,7700073,11.0,43.0,74.0,41.0,Test,169.0
19064,6441802,12.0,38.0,166.0,47.0,Control,263.0
19067,4465770,10.0,20.0,74.0,23.0,Control,127.0
19070,1585633,106.0,7.0,140.0,53.0,Test,306.0
19073,5243476,8.0,29.0,81.0,46.0,Control,164.0
19076,7498991,3.0,7.0,104.0,18.0,Control,132.0
19078,1195531,6.0,7.0,33.0,37.0,Test,83.0
19081,8921195,8.0,22.0,153.0,95.0,Control,278.0
19088,4631957,9.0,59.0,98.0,41.0,Test,207.0
19097,1062412,11.0,8.0,125.0,188.0,Control,332.0
19100,6968462,9.0,55.0,57.0,36.0,Control,157.0
19102,8757960,12.0,12.0,297.0,71.0,Test,392.0
19105,9004568,10.0,15.0,83.0,117.0,Test,225.0
19109,7245782,14.0,29.0,60.0,120.0,Control,223.0
19116,4003380,12.0,8.0,78.0,56.0,Test,154.0
19117,3046703,17.0,17.0,53.0,41.0,Control,128.0
19126,3914315,13.0,27.0,74.0,21.0,Test,135.0
19128,2621114,11.0,19.0,19.0,17.0,Test,66.0
19132,3487311,5.0,26.0,76.0,29.0,Control,136.0
19140,5982976,88.0,8.0,48.0,28.0,Test,172.0
19151,373863,11.0,21.0,57.0,106.0,Test,195.0
19158,4430436,11.0,107.0,69.0,41.0,Control,228.0
19159,9583150,6.0,24.0,18.0,26.0,Test,74.0
19169,4771309,3.0,7.0,50.0,13.0,Control,73.0
19181,8428699,17.0,34.0,29.0,49.0,Control,129.0
19183,7573990,11.0,37.0,77.0,33.0,Control,158.0
19184,3849449,14.0,17.0,119.0,47.0,Control,197.0
19188,888744,18.0,42.0,180.0,25.0,Test,265.0
19198,1234786,5.0,7.0,45.0,17.0,Control,74.0
19202,1840368,62.0,22.0,50.0,66.0,Test,200.0
19207,5464721,11.0,21.0,71.0,121.0,Test,224.0
19214,3847684,7.0,14.0,123.0,21.0,Control,165.0
19216,5442456,98.0,38.0,89.0,126.0,Control,351.0
19218,7735005,12.0,17.0,67.0,21.0,Control,117.0
19228,5233429,17.0,22.0,36.0,43.0,Test,118.0
19229,6386902,19.0,49.0,64.0,30.0,Test,162.0
19230,4875001,44.0,16.0,94.0,29.0,Control,183.0
19232,2266160,8.0,8.0,39.0,22.0,Control,77.0
19233,7386490,16.0,19.0,35.0,46.0,Test,116.0
19240,2529019,13.0,17.0,95.0,89.0,Control,214.0
19249,6842796,6.0,10.0,15.0,42.0,Test,73.0
19261,9242446,15.0,30.0,47.0,75.0,Control,167.0
19264,3352614,12.0,6.0,77.0,27.0,Test,122.0
19268,7567,36.0,12.0,33.0,60.0,Control,141.0
19274,244304,13.0,19.0,120.0,41.0,Control,193.0
19277,6759484,13.0,15.0,93.0,57.0,Control,178.0
19284,7526560,14.0,23.0,39.0,94.0,Test,170.0
19285,2527405,9.0,26.0,154.0,34.0,Test,223.0
19286,2147721,132.0,18.0,210.0,53.0,Control,413.0
19290,4981342,55.0,42.0,57.0,71.0,Control,225.0
19291,3011290,12.0,40.0,55.0,45.0,Test,152.0
19294,6311580,7.0,11.0,23.0,40.0,Control,81.0
19300,38714,8.0,22.0,24.0,60.0,Control,114.0
19304,4598246,14.0,49.0,147.0,23.0,Control,233.0
19314,2027860,5.0,22.0,87.0,18.0,Test,132.0
19318,4105263,2.0,28.0,26.0,18.0,Test,74.0
19320,420722,35.0,29.0,105.0,60.0,Test,229.0
19321,6218530,113.0,36.0,144.0,36.0,Test,329.0
19324,5581728,9.0,7.0,165.0,20.0,Control,201.0
19325,8148212,9.0,18.0,149.0,104.0,Control,280.0
19335,221385,5.0,7.0,26.0,23.0,Test,61.0
19337,6742370,7.0,11.0,40.0,23.0,Test,81.0
19340,561499,11.0,45.0,88.0,75.0,Test,219.0
19342,5318283,15.0,51.0,140.0,95.0,Control,301.0
19372,4576989,12.0,13.0,45.0,48.0,Control,118.0
19374,6828205,24.0,46.0,97.0,59.0,Control,226.0
19380,2131059,7.0,69.0,112.0,44.0,Control,232.0
19383,1132831,4.0,7.0,117.0,22.0,Control,150.0
19399,7415537,10.0,14.0,39.0,21.0,Control,84.0
19400,1317607,8.0,13.0,56.0,19.0,Test,96.0
19404,5452664,7.0,41.0,146.0,47.0,Test,241.0
19406,1135785,12.0,31.0,85.0,51.0,Test,179.0
19415,1065037,25.0,78.0,57.0,596.0,Test,756.0
19416,9625484,9.0,78.0,15.0,60.0,Control,162.0
19421,3280959,11.0,31.0,66.0,22.0,Control,130.0
19424,7718315,22.0,17.0,138.0,60.0,Control,237.0
19437,8754291,6.0,27.0,38.0,17.0,Control,88.0
19449,3988709,5.0,10.0,78.0,21.0,Control,114.0
19450,6776162,8.0,15.0,55.0,54.0,Test,132.0
19459,5292288,33.0,17.0,21.0,72.0,Control,143.0
19460,643892,11.0,15.0,42.0,21.0,Control,89.0
19462,3385968,77.0,28.0,79.0,87.0,Control,271.0
19463,3582621,3.0,5.0,77.0,16.0,Test,101.0
19464,6571458,13.0,20.0,88.0,99.0,Test,220.0
19477,6505265,14.0,6.0,312.0,48.0,Control,380.0
19479,9667497,16.0,17.0,87.0,31.0,Test,151.0
19482,1271013,13.0,8.0,43.0,22.0,Test,86.0
19485,2692743,3.0,32.0,62.0,59.0,Test,156.0
19487,669732,23.0,53.0,98.0,105.0,Test,279.0
19494,3559978,4.0,23.0,45.0,97.0,Control,169.0
19502,5998955,5.0,6.0,49.0,21.0,Test,81.0
19503,2035055,193.0,14.0,127.0,41.0,Test,375.0
19505,635924,5.0,10.0,55.0,21.0,Test,91.0
19510,1834267,83.0,21.0,58.0,24.0,Control,186.0
19518,5998492,7.0,6.0,49.0,14.0,Test,76.0
19521,4962051,66.0,16.0,17.0,17.0,Test,116.0
19523,5692576,9.0,4.0,42.0,30.0,Test,85.0
19524,3833224,4.0,11.0,187.0,21.0,Control,223.0
19529,2583349,24.0,7.0,84.0,92.0,Control,207.0
19530,4109359,17.0,25.0,373.0,188.0,Control,603.0
19541,2666016,10.0,14.0,134.0,22.0,Control,180.0
19542,1264053,6.0,27.0,18.0,49.0,Control,100.0
19544,37667,9.0,12.0,54.0,48.0,Test,123.0
19546,4722213,128.0,13.0,204.0,53.0,Control,398.0
19548,6876179,22.0,45.0,42.0,119.0,Test,228.0
19550,552720,13.0,20.0,23.0,53.0,Test,109.0
19557,7725213,9.0,16.0,18.0,49.0,Control,92.0
19572,5618380,15.0,15.0,19.0,26.0,Test,75.0
19582,4774355,14.0,12.0,96.0,21.0,Control,143.0
19585,641775,8.0,30.0,73.0,25.0,Control,136.0
19587,1008245,3.0,7.0,101.0,21.0,Control,132.0
19591,410752,7.0,19.0,41.0,42.0,Test,109.0
19593,1197201,148.0,25.0,49.0,62.0,Control,284.0
19598,4829813,3.0,7.0,50.0,17.0,Test,77.0
19605,3534032,12.0,25.0,40.0,97.0,Test,174.0
19607,2678865,9.0,35.0,46.0,322.0,Control,412.0
19611,6326668,9.0,11.0,25.0,35.0,Test,80.0
19622,6147140,18.0,8.0,118.0,69.0,Control,213.0
19625,3631920,11.0,18.0,106.0,26.0,Control,161.0
19626,3665178,11.0,22.0,54.0,35.0,Control,122.0
19627,1111086,12.0,25.0,57.0,32.0,Control,126.0
19628,7802443,79.0,26.0,109.0,39.0,Test,253.0
19638,26070,35.0,19.0,229.0,94.0,Test,377.0
19642,6427940,13.0,35.0,118.0,92.0,Control,258.0
19643,9497286,5.0,33.0,99.0,25.0,Test,162.0
19644,358223,9.0,13.0,63.0,19.0,Test,104.0
19645,3739896,14.0,17.0,49.0,21.0,Test,101.0
19648,620269,7.0,10.0,44.0,39.0,Control,100.0
19654,7075904,29.0,86.0,66.0,59.0,Control,240.0
19660,1272601,12.0,76.0,132.0,120.0,Test,340.0
19668,116693,5.0,10.0,12.0,49.0,Control,76.0
19675,5186330,90.0,13.0,18.0,142.0,Control,263.0
19677,8064319,34.0,9.0,50.0,25.0,Control,118.0
19679,3814240,7.0,13.0,89.0,19.0,Control,128.0
19686,5360482,4.0,10.0,53.0,21.0,Control,88.0
19688,4718233,9.0,14.0,50.0,25.0,Control,98.0
19700,4109815,11.0,12.0,51.0,27.0,Test,101.0
19713,2057492,13.0,23.0,27.0,219.0,Control,282.0
19719,4952622,15.0,17.0,20.0,53.0,Test,105.0
19724,2432885,10.0,34.0,34.0,116.0,Control,194.0
19736,9045071,36.0,6.0,101.0,19.0,Test,162.0
19744,2370481,8.0,14.0,60.0,28.0,Control,110.0
19754,7207332,14.0,8.0,65.0,47.0,Test,134.0
19756,8878856,8.0,15.0,49.0,26.0,Control,98.0
19757,3750659,83.0,17.0,60.0,19.0,Control,179.0
19762,2733173,11.0,11.0,180.0,21.0,Test,223.0
19764,2465348,10.0,36.0,27.0,64.0,Test,137.0
19768,2093746,152.0,13.0,98.0,203.0,Test,466.0
19770,8112934,12.0,30.0,347.0,81.0,Test,470.0
19775,8364792,6.0,14.0,62.0,19.0,Test,101.0
19778,3265995,21.0,11.0,42.0,34.0,Control,108.0
19787,2059028,5.0,18.0,120.0,21.0,Control,164.0
19789,4561306,16.0,13.0,144.0,29.0,Control,202.0
19793,9882286,11.0,19.0,16.0,42.0,Control,88.0
19799,4066835,5.0,7.0,44.0,18.0,Control,74.0
19812,205429,18.0,14.0,301.0,51.0,Test,384.0
19822,7894096,13.0,25.0,61.0,48.0,Control,147.0
19827,6415360,8.0,38.0,59.0,30.0,Test,135.0
19833,2602692,6.0,10.0,79.0,31.0,Control,126.0
19840,5448299,11.0,38.0,106.0,267.0,Test,422.0
19847,8161244,15.0,330.0,64.0,20.0,Control,429.0
19848,9944167,7.0,10.0,94.0,24.0,Control,135.0
19851,4126924,80.0,16.0,88.0,36.0,Control,220.0
19853,3386764,211.0,31.0,78.0,504.0,Control,824.0
19855,3266097,15.0,20.0,72.0,17.0,Control,124.0
19857,8969091,8.0,37.0,27.0,92.0,Test,164.0
19866,861973,157.0,35.0,152.0,141.0,Test,485.0
19881,4423197,56.0,104.0,163.0,742.0,Control,1065.0
19905,7202762,13.0,26.0,44.0,43.0,Control,126.0
19906,4426831,19.0,20.0,137.0,38.0,Test,214.0
19915,9914222,8.0,6.0,50.0,41.0,Control,105.0
19925,5252893,15.0,47.0,80.0,33.0,Test,175.0
19929,8642798,5.0,4.0,38.0,17.0,Control,64.0
19943,1202619,12.0,9.0,83.0,30.0,Control,134.0
19946,3027452,22.0,57.0,216.0,40.0,Control,335.0
19950,9079825,8.0,6.0,74.0,24.0,Control,112.0
19952,9184626,4.0,5.0,107.0,77.0,Control,193.0
19953,5871038,18.0,15.0,63.0,21.0,Control,117.0
19954,4963144,6.0,285.0,13.0,133.0,Test,437.0
19958,1383021,18.0,33.0,133.0,48.0,Control,232.0
19962,1647360,35.0,8.0,18.0,27.0,Control,88.0
19965,4599587,5.0,64.0,56.0,117.0,Test,242.0
19969,6662507,12.0,29.0,64.0,97.0,Test,202.0
19977,8545535,15.0,22.0,85.0,23.0,Control,145.0
19980,7020306,6.0,68.0,217.0,376.0,Test,667.0
19986,2103586,6.0,11.0,105.0,316.0,Control,438.0
20005,2014716,9.0,7.0,33.0,20.0,Test,69.0
20006,3863076,180.0,47.0,91.0,153.0,Control,471.0
20007,6030696,12.0,27.0,28.0,42.0,Control,109.0
20027,1652388,152.0,28.0,47.0,102.0,Test,329.0
20028,9737117,3.0,9.0,51.0,24.0,Test,87.0
20032,8336549,123.0,58.0,79.0,694.0,Control,954.0
20034,622280,6.0,11.0,25.0,46.0,Test,88.0
20036,4448196,8.0,18.0,100.0,33.0,Test,159.0
20042,2951480,80.0,47.0,43.0,31.0,Test,201.0
20043,8025584,5.0,13.0,22.0,37.0,Test,77.0
20051,8189269,4.0,28.0,13.0,18.0,Test,63.0
20057,8147254,8.0,15.0,159.0,24.0,Test,206.0
20065,7359051,92.0,16.0,34.0,32.0,Test,174.0
20069,2709822,11.0,63.0,17.0,63.0,Control,154.0
20073,8361962,93.0,52.0,73.0,86.0,Control,304.0
20080,9175524,9.0,17.0,51.0,39.0,Control,116.0
20084,935909,9.0,17.0,146.0,184.0,Test,356.0
20089,6063117,4.0,37.0,99.0,27.0,Test,167.0
20091,6934454,11.0,18.0,107.0,45.0,Test,181.0
20092,9261041,15.0,49.0,165.0,147.0,Test,376.0
20093,4045017,5.0,7.0,75.0,25.0,Control,112.0
20096,8226609,231.0,154.0,125.0,86.0,Control,596.0
20097,51493,6.0,23.0,70.0,350.0,Test,449.0
20102,8671533,13.0,15.0,57.0,32.0,Control,117.0
20110,4200640,11.0,16.0,150.0,26.0,Test,203.0
20111,665986,13.0,37.0,80.0,124.0,Control,254.0
20115,3063284,41.0,53.0,49.0,185.0,Test,328.0
20117,4075598,57.0,55.0,68.0,58.0,Test,238.0
20121,8318184,13.0,39.0,163.0,32.0,Test,247.0
20133,4681687,4.0,15.0,28.0,60.0,Test,107.0
20138,9013878,6.0,4.0,62.0,20.0,Test,92.0
20140,1911485,19.0,14.0,62.0,35.0,Test,130.0
20143,1950444,4.0,5.0,69.0,127.0,Test,205.0
20146,9127287,5.0,7.0,89.0,15.0,Control,116.0
20152,4659108,19.0,13.0,32.0,58.0,Control,122.0
20164,4333518,14.0,48.0,102.0,18.0,Control,182.0
20168,9386426,47.0,9.0,79.0,33.0,Test,168.0
20169,2137495,35.0,16.0,94.0,29.0,Control,174.0
20175,6421570,10.0,12.0,65.0,183.0,Control,270.0
20176,5998340,21.0,31.0,79.0,103.0,Test,234.0
20177,1209838,8.0,16.0,36.0,30.0,Control,90.0
20178,772498,10.0,5.0,37.0,17.0,Test,69.0
20179,993338,9.0,19.0,92.0,40.0,Control,160.0
20182,6892758,113.0,23.0,28.0,44.0,Control,208.0
20183,178125,8.0,13.0,37.0,64.0,Test,122.0
20187,3813163,10.0,43.0,35.0,71.0,Control,159.0
20188,4587107,9.0,20.0,75.0,73.0,Control,177.0
20189,1585178,8.0,24.0,38.0,15.0,Control,85.0
20202,2297167,6.0,13.0,82.0,172.0,Test,273.0
20207,529554,15.0,5.0,105.0,32.0,Test,157.0
20212,8788903,91.0,11.0,55.0,30.0,Test,187.0
20214,1256808,13.0,45.0,91.0,62.0,Control,211.0
20222,424206,23.0,26.0,358.0,29.0,Test,436.0
20227,2091731,78.0,19.0,161.0,33.0,Control,291.0
20233,6817955,4.0,22.0,92.0,25.0,Test,143.0
20238,3364339,8.0,41.0,23.0,73.0,Test,145.0
20240,6067117,6.0,55.0,108.0,20.0,Test,189.0
20242,6135379,22.0,14.0,81.0,56.0,Control,173.0
20253,9566456,7.0,18.0,52.0,67.0,Control,144.0
20256,3242632,5.0,14.0,15.0,41.0,Test,75.0
20260,301330,3.0,12.0,57.0,28.0,Control,100.0
20266,69598,12.0,10.0,232.0,52.0,Control,306.0
20268,2910062,7.0,8.0,114.0,23.0,Test,152.0
20269,2109282,192.0,65.0,102.0,29.0,Test,388.0
20271,3755271,7.0,11.0,22.0,67.0,Control,107.0
20272,1011046,9.0,14.0,62.0,21.0,Control,106.0
20277,2599060,4.0,14.0,83.0,25.0,Test,126.0
20286,5598906,8.0,9.0,85.0,20.0,Test,122.0
20288,1097069,7.0,22.0,39.0,57.0,Control,125.0
20291,2733370,19.0,21.0,37.0,35.0,Test,112.0
20292,4581224,13.0,17.0,98.0,67.0,Control,195.0
20293,1015227,6.0,7.0,72.0,18.0,Test,103.0
20306,7631517,12.0,30.0,83.0,47.0,Test,172.0
20311,668594,18.0,9.0,129.0,37.0,Control,193.0
20314,4491505,7.0,16.0,124.0,34.0,Control,181.0
20321,4235118,62.0,29.0,49.0,66.0,Control,206.0
20323,4076076,102.0,20.0,98.0,54.0,Control,274.0
20327,9564786,8.0,19.0,166.0,108.0,Control,301.0
20360,2790108,7.0,6.0,63.0,69.0,Test,145.0
20361,2950065,9.0,19.0,29.0,45.0,Control,102.0
20364,534419,13.0,41.0,30.0,35.0,Control,119.0
20374,5327184,9.0,16.0,117.0,70.0,Control,212.0
20380,8094131,233.0,35.0,61.0,91.0,Test,420.0
20385,9364875,17.0,24.0,114.0,52.0,Control,207.0
20394,6625648,38.0,17.0,68.0,27.0,Control,150.0
20400,3541608,4.0,12.0,62.0,17.0,Control,95.0
20401,2976279,4.0,10.0,54.0,16.0,Control,84.0
20402,2055063,6.0,20.0,205.0,35.0,Control,266.0
20404,6305171,75.0,13.0,45.0,82.0,Test,215.0
20408,7348583,9.0,20.0,58.0,80.0,Control,167.0
20409,2449889,12.0,21.0,24.0,74.0,Test,131.0
20411,9435892,24.0,46.0,171.0,36.0,Test,277.0
20420,6923539,5.0,55.0,24.0,24.0,Control,108.0
20421,9335666,12.0,21.0,101.0,50.0,Control,184.0
20424,2844117,9.0,15.0,132.0,33.0,Test,189.0
20426,5280789,26.0,13.0,22.0,50.0,Test,111.0
20432,2335093,48.0,21.0,121.0,64.0,Test,254.0
20439,2666629,12.0,55.0,86.0,97.0,Test,250.0
20443,5587603,13.0,45.0,67.0,53.0,Control,178.0
20446,2765161,6.0,10.0,60.0,23.0,Control,99.0
20450,2128031,7.0,32.0,129.0,54.0,Test,222.0
20457,5331298,8.0,19.0,84.0,88.0,Test,199.0
20459,1905084,1441.0,40.0,132.0,36.0,Test,1649.0
20460,1252827,12.0,39.0,92.0,30.0,Test,173.0
20466,9604594,16.0,20.0,155.0,44.0,Control,235.0
20469,5826916,18.0,23.0,27.0,38.0,Test,106.0
20470,6937319,11.0,15.0,287.0,60.0,Test,373.0
20480,9805367,10.0,31.0,95.0,51.0,Control,187.0
20482,9434907,14.0,20.0,80.0,57.0,Control,171.0
20488,8565185,10.0,23.0,24.0,30.0,Control,87.0
20489,3112429,12.0,6.0,53.0,24.0,Control,95.0
20503,981679,8.0,4.0,81.0,16.0,Test,109.0
20506,9342499,10.0,12.0,66.0,27.0,Control,115.0
20513,7005795,16.0,30.0,24.0,95.0,Test,165.0
20521,6613304,19.0,18.0,360.0,52.0,Test,449.0
20546,8270818,4.0,12.0,27.0,44.0,Control,87.0
20547,4668762,7.0,17.0,27.0,89.0,Test,140.0
20552,1716040,10.0,16.0,89.0,78.0,Test,193.0
20557,1467374,28.0,34.0,46.0,201.0,Control,309.0
20569,6638030,5.0,20.0,76.0,821.0,Test,922.0
20574,8401928,8.0,24.0,42.0,21.0,Control,95.0
20582,8468949,8.0,17.0,63.0,20.0,Test,108.0
20584,3288080,25.0,69.0,177.0,59.0,Test,330.0
20586,3063706,17.0,19.0,44.0,75.0,Control,155.0
20598,184963,6.0,12.0,48.0,16.0,Control,82.0
20607,1026177,13.0,17.0,62.0,23.0,Test,115.0
20613,465607,12.0,19.0,29.0,48.0,Test,108.0
20616,6279164,57.0,57.0,80.0,125.0,Control,319.0
20623,2256055,5.0,21.0,32.0,115.0,Control,173.0
20624,4539664,297.0,40.0,51.0,681.0,Test,1069.0
20627,2791732,12.0,8.0,117.0,40.0,Control,177.0
20634,433332,17.0,41.0,42.0,64.0,Test,164.0
20637,6973820,15.0,82.0,54.0,51.0,Control,202.0
20638,2419293,25.0,50.0,50.0,30.0,Control,155.0
20639,2725562,8.0,11.0,79.0,21.0,Control,119.0
20641,3337300,23.0,76.0,87.0,50.0,Test,236.0
20648,9123442,5.0,12.0,62.0,20.0,Test,99.0
20657,9638116,17.0,78.0,65.0,100.0,Control,260.0
20662,9027485,9.0,24.0,143.0,78.0,Test,254.0
20666,9449406,5.0,14.0,82.0,33.0,Control,134.0
20667,8872012,9.0,9.0,71.0,32.0,Test,121.0
20669,6826174,124.0,59.0,153.0,49.0,Test,385.0
20678,7991760,10.0,51.0,132.0,130.0,Control,323.0
20681,4080079,14.0,11.0,72.0,25.0,Control,122.0
20683,9691057,10.0,18.0,59.0,37.0,Test,124.0
20684,2531581,3.0,8.0,42.0,26.0,Control,79.0
20689,1903850,28.0,12.0,79.0,18.0,Test,137.0
20692,3610897,16.0,16.0,19.0,31.0,Control,82.0
20705,9486229,13.0,53.0,111.0,107.0,Control,284.0
20719,3271234,9.0,20.0,76.0,23.0,Test,128.0
20720,9884504,12.0,18.0,93.0,42.0,Test,165.0
20733,2226215,12.0,21.0,125.0,20.0,Control,178.0
20734,6480704,11.0,14.0,36.0,49.0,Test,110.0
20736,1404855,4.0,6.0,30.0,15.0,Control,55.0
20737,5276945,12.0,27.0,79.0,43.0,Test,161.0
20753,2808651,10.0,20.0,31.0,79.0,Test,140.0
20755,4139496,8.0,4.0,93.0,18.0,Test,123.0
20756,581655,18.0,18.0,95.0,24.0,Test,155.0
20760,8008043,15.0,39.0,42.0,96.0,Test,192.0
20762,1526574,4.0,72.0,25.0,19.0,Control,120.0
20763,4872011,5.0,3.0,82.0,41.0,Test,131.0
20765,6041815,11.0,10.0,97.0,46.0,Test,164.0
20766,5695673,10.0,16.0,37.0,46.0,Test,109.0
20770,6858568,9.0,136.0,88.0,26.0,Test,259.0
20772,6123249,8.0,16.0,74.0,39.0,Test,137.0
20773,5703505,31.0,19.0,42.0,139.0,Control,231.0
20774,7094658,15.0,9.0,31.0,95.0,Control,150.0
20778,98860,3.0,6.0,37.0,17.0,Control,63.0
20783,9875629,7.0,20.0,81.0,26.0,Control,134.0
20784,4152899,26.0,28.0,177.0,35.0,Test,266.0
20786,3042867,17.0,19.0,144.0,52.0,Test,232.0
20788,3708082,8.0,21.0,67.0,29.0,Test,125.0
20789,1242903,7.0,26.0,51.0,15.0,Test,99.0
20791,8458957,13.0,20.0,342.0,74.0,Control,449.0
20792,778886,10.0,11.0,81.0,29.0,Control,131.0
20800,9785572,9.0,28.0,128.0,27.0,Test,192.0
20807,5124158,13.0,24.0,63.0,37.0,Test,137.0
